"","Var1","Var2","Var3","Var4","Var5","Var6","Var7","Var8","Var9","Var10","Var11","Var12","Var13","Var14","Var15","Var16","Var17","Var18","Var19","Freq"
"385","older adult","Female","Non-Hispanic White","College Graduate or above","Married","Poverty Index > 1.85","Covered","2 to 3","No","Never true","Never true","No","No","Not at Risk","No","Current Drinker","Less than Weekly","No","No",1
"386","young adult-2","Female","Non-Hispanic White","College Graduate or above","Married","Poverty Index > 1.85","Covered","2 to 3","No","Never true","Never true","No","No","Not at Risk","No","Current Drinker","Less than Weekly","No","No",1
"387","older adult","Female","Non-Hispanic Black","College Graduate or above","Married","Poverty Index > 1.85","Covered","2 to 3","No","Never true","Never true","No","No","Not at Risk","No","Current Drinker","Less than Weekly","No","No",1
"388","middle age","Male","Non-Hispanic White","Some college","Married","Poverty Index in (1.30, 1.85)","Covered","4 to 9","No","Never true","Never true","No","No","Not at Risk","No","Current Drinker","Less than Weekly","No","No",1
"389","middle age","Male","Non-Hispanic White","College Graduate or above","Married","Poverty Index > 1.85","Covered","4 to 9","No","Never true","Never true","No","No","Not at Risk","No","Current Drinker","Less than Weekly","No","No",2
"390","middle age","Female","Non-Hispanic Black","College Graduate or above","Married","Poverty Index > 1.85","Covered","4 to 9","No","Never true","Never true","No","No","Not at Risk","No","Current Drinker","Less than Weekly","No","No",1
"391","older adult","Male","Hispanic","High School/GED","Previously Married","Poverty Index <= 1.3","Covered","13 or more","No","Never true","Never true","No","No","Not at Risk","No","Current Drinker","Less than Weekly","No","No",1
"392","middle age","Female","Non-Hispanic Black","High School/GED","Married","Poverty Index <= 1.3","Not Covered","None","Yes","Sometimes true","Sometimes true","Yes","Yes","At Risk","No","Current Drinker","Less than Weekly","No","No",1
"393","older adult","Female","Non-Hispanic White","Less than High School","Previously Married","Poverty Index <= 1.3","Covered","2 to 3","Yes","Sometimes true","Sometimes true","Yes","Yes","At Risk","No","Current Drinker","Less than Weekly","No","No",1
"394","middle age","Male","Hispanic","Less than High School","Previously Married","Poverty Index <= 1.3","Covered","13 or more","No","Sometimes true","Sometimes true","Yes","Yes","At Risk","No","Current Drinker","Less than Weekly","No","No",1
"395","older adult","Female","Non-Hispanic White","High School/GED","Previously Married","Poverty Index > 1.85","Covered","4 to 9","Yes","Never true","Never true","Yes","Yes","At Risk","No","Current Drinker","Less than Weekly","No","No",1
"396","middle age","Male","Non-Hispanic White","High School/GED","Never Married","Poverty Index <= 1.3","Not Covered","1","No","Never true","Never true","Yes","Yes","At Risk","No","Current Drinker","Less than Weekly","No","No",1
"397","middle age","Male","Non-Hispanic Black","College Graduate or above","Married","Poverty Index > 1.85","Covered","4 to 9","No","Never true","Never true","Yes","Yes","At Risk","No","Current Drinker","Less than Weekly","No","No",1
"398","older adult","Female","Non-Hispanic White","High School/GED","Previously Married","Poverty Index > 1.85","Covered","4 to 9","No","Never true","Never true","Yes","Yes","At Risk","No","Current Drinker","Less than Weekly","No","No",1
"399","middle age","Female","Non-Hispanic Black","High School/GED","Previously Married","Poverty Index > 1.85","Not Covered","10 to 12","No","Never true","Never true","Yes","Yes","At Risk","No","Current Drinker","Less than Weekly","No","No",1
"400","older adult","Female","Non-Hispanic White","High School/GED","Previously Married","Poverty Index > 1.85","Covered","10 to 12","No","Never true","Never true","Yes","Yes","At Risk","No","Current Drinker","Less than Weekly","No","No",1
"401","older adult","Male","Non-Hispanic White","Less than High School","Never Married","Poverty Index <= 1.3","Covered","13 or more","No","Never true","Never true","Yes","Yes","At Risk","No","Current Drinker","Less than Weekly","No","No",1
"402","older adult","Female","Non-Hispanic White","High School/GED","Married","Poverty Index in (1.30, 1.85)","Covered","13 or more","No","Never true","Never true","Yes","Yes","At Risk","No","Current Drinker","Less than Weekly","No","No",1
"403","older adult","Male","Non-Hispanic White","Some college","Previously Married","Poverty Index > 1.85","Covered","13 or more","No","Never true","Never true","Yes","Yes","At Risk","No","Current Drinker","Less than Weekly","No","No",1
"404","older adult","Female","Non-Hispanic White","Some college","Previously Married","Poverty Index > 1.85","Covered","13 or more","No","Never true","Never true","Yes","Yes","At Risk","No","Current Drinker","Less than Weekly","No","No",1
"405","middle age","Female","Non-Hispanic White","Some college","Married","Poverty Index in (1.30, 1.85)","Covered","4 to 9","Yes","Often True","Often True","No","Yes","At Risk","No","Current Drinker","Less than Weekly","No","No",1
"406","middle age","Male","Non-Hispanic Black","Less than High School","Previously Married","Poverty Index > 1.85","Not Covered","4 to 9","No","Often True","Often True","No","Yes","At Risk","No","Current Drinker","Less than Weekly","No","No",1
"407","middle age","Female","Hispanic","Less than High School","Previously Married","Poverty Index <= 1.3","Covered","10 to 12","No","Often True","Often True","No","Yes","At Risk","No","Current Drinker","Less than Weekly","No","No",1
"408","older adult","Female","Non-Hispanic White","Less than High School","Previously Married","Poverty Index <= 1.3","Covered","4 to 9","Yes","Sometimes true","Sometimes true","No","Yes","At Risk","No","Current Drinker","Less than Weekly","No","No",1
"409","young adult-2","Female","Non-Hispanic White","Some college","Married","Poverty Index > 1.85","Covered","2 to 3","No","Sometimes true","Sometimes true","No","Yes","At Risk","No","Current Drinker","Less than Weekly","No","No",1
"410","middle age","Female","Hispanic","Some college","Married","Poverty Index > 1.85","Covered","4 to 9","No","Sometimes true","Sometimes true","No","Yes","At Risk","No","Current Drinker","Less than Weekly","No","No",1
"411","middle age","Male","Non-Hispanic Black","Less than High School","Married","Poverty Index <= 1.3","Covered","2 to 3","No","Never true","Sometimes true","No","Yes","At Risk","No","Current Drinker","Less than Weekly","No","No",1
"412","young adult-2","Male","Non-Hispanic White","High School/GED","Married","Poverty Index > 1.85","Covered","2 to 3","No","Never true","Sometimes true","No","Yes","At Risk","No","Current Drinker","Less than Weekly","No","No",1
"413","middle age","Male","Non-Hispanic White","Less than High School","Previously Married","Poverty Index > 1.85","Covered","1","Yes","Sometimes true","Never true","No","Yes","At Risk","No","Current Drinker","Less than Weekly","No","No",1
"414","middle age","Female","Non-Hispanic Black","Some college","Previously Married","Poverty Index > 1.85","Covered","1","No","Sometimes true","Never true","No","Yes","At Risk","No","Current Drinker","Less than Weekly","No","No",1
"415","young adult-2","Male","Hispanic","Some college","Previously Married","Poverty Index > 1.85","Not Covered","1","Yes","Never true","Never true","No","Yes","At Risk","No","Current Drinker","Less than Weekly","No","No",1
"416","middle age","Male","Non-Hispanic White","High School/GED","Married","Poverty Index > 1.85","Covered","1","Yes","Never true","Never true","No","Yes","At Risk","No","Current Drinker","Less than Weekly","No","No",1
"417","middle age","Female","Hispanic","Less than High School","Never Married","Poverty Index <= 1.3","Covered","2 to 3","Yes","Never true","Never true","No","Yes","At Risk","No","Current Drinker","Less than Weekly","No","No",1
"418","older adult","Male","Non-Hispanic White","High School/GED","Married","Poverty Index <= 1.3","Covered","2 to 3","Yes","Never true","Never true","No","Yes","At Risk","No","Current Drinker","Less than Weekly","No","No",1
"419","older adult","Female","Non-Hispanic Black","Some college","Previously Married","Poverty Index <= 1.3","Covered","2 to 3","Yes","Never true","Never true","No","Yes","At Risk","No","Current Drinker","Less than Weekly","No","No",1
"420","middle age","Female","Non-Hispanic Black","High School/GED","Married","Poverty Index > 1.85","Covered","4 to 9","Yes","Never true","Never true","No","Yes","At Risk","No","Current Drinker","Less than Weekly","No","No",1
"421","young adult-2","Male","Hispanic","Less than High School","Married","Poverty Index <= 1.3","Not Covered","None","No","Never true","Never true","No","Yes","At Risk","No","Current Drinker","Less than Weekly","No","No",1
"422","older adult","Male","Non-Hispanic White","Less than High School","Married","Poverty Index <= 1.3","Covered","None","No","Never true","Never true","No","Yes","At Risk","No","Current Drinker","Less than Weekly","No","No",1
"423","middle age","Male","Hispanic","High School/GED","Married","Poverty Index > 1.85","Covered","None","No","Never true","Never true","No","Yes","At Risk","No","Current Drinker","Less than Weekly","No","No",1
"424","older adult","Male","Hispanic","High School/GED","Married","Poverty Index > 1.85","Covered","None","No","Never true","Never true","No","Yes","At Risk","No","Current Drinker","Less than Weekly","No","No",1
"425","middle age","Female","Hispanic","Less than High School","Married","Poverty Index <= 1.3","Not Covered","1","No","Never true","Never true","No","Yes","At Risk","No","Current Drinker","Less than Weekly","No","No",1
"426","middle age","Male","Hispanic","Less than High School","Previously Married","Poverty Index in (1.30, 1.85)","Not Covered","1","No","Never true","Never true","No","Yes","At Risk","No","Current Drinker","Less than Weekly","No","No",1
"427","older adult","Male","Non-Hispanic White","Some college","Married","Poverty Index in (1.30, 1.85)","Covered","1","No","Never true","Never true","No","Yes","At Risk","No","Current Drinker","Less than Weekly","No","No",1
"428","middle age","Female","Non-Hispanic White","College Graduate or above","Never Married","Poverty Index > 1.85","Covered","1","No","Never true","Never true","No","Yes","At Risk","No","Current Drinker","Less than Weekly","No","No",1
"429","middle age","Male","Non-Hispanic White","High School/GED","Married","Poverty Index > 1.85","Covered","1","No","Never true","Never true","No","Yes","At Risk","No","Current Drinker","Less than Weekly","No","No",1
"430","middle age","Female","Non-Hispanic White","High School/GED","Married","Poverty Index > 1.85","Covered","1","No","Never true","Never true","No","Yes","At Risk","No","Current Drinker","Less than Weekly","No","No",1
"431","middle age","Male","Hispanic","High School/GED","Married","Poverty Index > 1.85","Covered","1","No","Never true","Never true","No","Yes","At Risk","No","Current Drinker","Less than Weekly","No","No",2
"432","middle age","Female","Hispanic","High School/GED","Married","Poverty Index > 1.85","Covered","1","No","Never true","Never true","No","Yes","At Risk","No","Current Drinker","Less than Weekly","No","No",1
"433","young adult-2","Male","Non-Hispanic White","Some college","Married","Poverty Index > 1.85","Covered","1","No","Never true","Never true","No","Yes","At Risk","No","Current Drinker","Less than Weekly","No","No",1
"434","middle age","Female","Non-Hispanic White","Some college","Married","Poverty Index > 1.85","Covered","1","No","Never true","Never true","No","Yes","At Risk","No","Current Drinker","Less than Weekly","No","No",1
"435","young adult-2","Female","Non-Hispanic White","Some college","Married","Poverty Index > 1.85","Covered","1","No","Never true","Never true","No","Yes","At Risk","No","Current Drinker","Less than Weekly","No","No",1
"436","middle age","Male","Hispanic","Some college","Married","Poverty Index > 1.85","Covered","1","No","Never true","Never true","No","Yes","At Risk","No","Current Drinker","Less than Weekly","No","No",1
"437","middle age","Male","Non-Hispanic White","College Graduate or above","Married","Poverty Index > 1.85","Covered","1","No","Never true","Never true","No","Yes","At Risk","No","Current Drinker","Less than Weekly","No","No",2
